post_no,type,writer,body,time
926901329,comment,Kitchen B1,1코너 동태지리탕 품절되었습니다,2023년 8월 1일
926901330,body,Kitchen B1,"[COURSE1]
사천해물자장면,쌀밥(소),계란파국,
꿔바로우,짜사이무침
937kcal(단백질:36g)Na함량:1208mg
[COURSE2]
양지탕,잡곡밥,해물부추전,
감자채볶음,깻잎지무침
747kcal(단백질:22g)Na함량:1019mg(염도:0.6%)
[샐러드바]
그린샐러드,쿠스쿠스샐러드,누네띠네,
현미밥/백미밥, 포기김치/석박지",2023년 8월 2일 오전 11:03
926901331,body,Kitchen B1,"[COURSE1]
소고기샤브샤브*겨자장,잡곡밥,돈저냐구이*파채,
무들깨나물,명엽채땅콩조림
797kcal(단백질:39g)Na함량:1113mg(염도:0.6%)
[COURSE2]
핫도그떡볶이,맑은유부국,참치마요덮밥,
순대찜,한입단무지
1002kcal(단백질:33g)Na함량:1091mg(염도:0.6%)
[샐러드바]
그린샐러드, 렌틸콩유자샐러드,고구마스틱,
현미밥/백미밥, 포기김치/석박지",2023년 8월 2일 오후 6:13
926901331,comment,Kitchen B1,2코스 핫도그떡볶이 품절되었습니다.,2023년 8월 2일
926901332,body,Kitchen B1,"[COURSE1]
제철식재<도라지>,닭보쌈,잡곡밥,얼갈이된장국,
두부구이*양념장,도라지채오이무침
679kcal(단백질:50g)Na함량:1248mg(염도:0.6%)
[COURSE2]
제철식재<고구마>,경양식돈까스&고구마사라다,
옥수수크림스프,쌀밥(소),모닝빵&딸기쨈,수제모듬피클
883kcal(단백질:25g)Na함량:1044mg(염도:0.6%)
[샐러드바]
그린샐러드,후르츠콘샐러드,자몽차,
현미밥/백미밥, 포기김치/깍두기",2023년 8월 3일 오전 11:02
926901332,comment,Kitchen B1,중식2코스 경양식돈까스&고구마사라다 품절되었습니다,2023년 8월 3일
926901333,body,Kitchen B1,"[COURSE1]
매콤콩나물두루치기,잡곡밥,감자양파국,
비엔나소시지케첩조림,양배추쌈&쌈장
945kcal(단백질:39g)Na함량:1197mg(염도:0.6%)
[COURSE2]
소고기할라피뇨볶음밥&계란프라이,다시마무채국,
청파래오징어까스&타르타르S,삼색겨자채무침
858kcal(단백질:31g)Na함량:1119mg(염도:0.6%)
[샐러드바]
그린샐러드,요거트,토핑3종,
현미밥/백미밥,포기김치/깍두기",2023년 8월 3일 오후 6:08
926901334,body,Kitchen B1,"[COURSE1]
육감쫄면,우동국물,후리가케밥,
군만두튀김,한입단무지
1001kcal(단백질:55g)Na함량:1174mg(염도:0.6%)
[COURSE2]
소고기미역국,잡곡밥,도톰완자전,
미니새송이버섯볶음,무말랭이무침
629kcal(단백질:27g)Na함량:1013mg(염도:0.6%)
[샐러드바]
그린샐러드,방울토마토,다시마튀각
현미밥/백미밥, 포기김치/깍두기",2023년 8월 4일 오전 10:53
926901334,comment,Kitchen B1,중식 1코너 육감쫄면은 품절되었습니다.,2023년 8월 4일
926901334,comment,Kitchen B1,중식1코너 품절대체찬으로 2코너에서 반반콩자반 제공드립니다.,2023년 8월 4일
926901334,comment,Kitchen B1,2코너 품절대체찬 반반콩자반->군만두로 제공드립니다.,2023년 8월 4일
926901334,comment,박우석,ㅂ,2023년 8월 4일
926901335,body,Kitchen B1,"[COURSE1]
유부주머니어묵전골*와사비장,잡곡밥,
매콤모듬장조림,고구마순나물,고춧잎무침
809kcal(단백질:38g)Na함량:1293mg(염도:0.6%)
[샐러드바]
그린샐러드,누룽지샐러드,블루베리주스,
현미밥/백미밥, 포기김치/열무김치",2023년 8월 4일 오후 5:46
926901337,body,Kitchen B1,"[COURSE1]
설렁탕, 잡곡밥, 부추장떡,
멸치견과볶음, 알마늘장아찌무침
853kcal(단백질:29g)Na함량:1166mg(염도:0.6%)
[COURSE2]
소보로돌솥비빔밥, 어묵국,
모듬튀김, 한입단무지
971kcal(단백질:46g)Na함량:1318mg(염도:0.6%)
[샐러드바]
그린샐러드,살사푸실리샐러드, 알새우칩,
현미밥/백미밥, 포기김치/깍두기",2023년 8월 7일 오전 11:14
926901339,body,Kitchen B1,"[COURSE1]
우육탕면, 쌀밥,
수제가지탕수, 치자단무지
935kcal(단백질:41g)Na함량:1031mg(염도:0.6%)
[COURSE2]
꼬막영양밥*양념장, 미니묵사발, 언양식떡갈비,
느타리버섯볶음, 궁채장아찌
674kcal(단백질:22g)Na함량:1248mg(염도:0.6%)
[샐러드바]
그린샐러드,과일푸딩, 살구주스,
현미밥/백미밥, 포기김치/석박지",2023년 8월 8일 오전 10:59
926901339,comment,Kitchen B1,중식2코너 느타리버섯볶음->가지나물로 변경되었습니다.,2023년 8월 8일
926901339,comment,Kitchen B1,중식1코너 우육탕면은 품절되었습니다.,2023년 8월 8일
926901340,body,Kitchen B1,"[COURSE1]
순두부찌개, 잡곡밥, 해물완자전,
건새우마늘쫑볶음, 무말랭이무침
750kcal(단백질:36g)Na함량:1288mg(염도:0.6%)
[COURSE2]
치킨데리야끼덮밥, 미소시루,
야채튀김*초간장, 꼬들유자단무지채
676kcal(단백질:23g)Na함량:1204mg(염도:0.5%)
[샐러드바]
그린샐러드,마카로니콘샐러드, 생강대롱,
현미밥/백미밥,포기김치/깍두기",2023년 8월 8일 오후 5:58
926901342,body,Kitchen B1,"[COURSE1]
돼지양념구이*양파볶음, 잡곡밥,
들깨미역국, 두부구이*양념장, 오이양파무침
909kcal(단백질:72g)Na함량:1064mg(염도:0.6%)
[COURSE2]
불고기크림리조또, 크로엣지피자(미트칠리토마토),
수제모듬피클, 탄산음료
1086kcal(단백질:40g)Na함량:1041mg
[샐러드바]
그린샐러드,모듬콩샐러드, 초코쿠키,
현미밥/백미밥, 포기김치/깍두기",2023년 8월 9일 오전 10:45
926901343,body,Kitchen B1,"[COURSE1]
볼락한마리구이, 잡곡밥, 된장찌개,
비엔나소시지볶음, 시래기지짐
839kcal(단백질:39g)Na함량:1015mg(염도:0.7%)
[COURSE2]
산채들기름볶음밥&계란프라이, 김치국,
연어치즈까스&타르타르소스, 우엉참깨무침, 약고추장
996kcal(단백질:43g)Na함량:1276mg(염도:0.6%)
[샐러드바]
그린샐러드, 코울슬로샐러드, 석류차,
현미밥/백미밥, 포기김치/석박지",2023년 8월 9일 오후 5:52
926901343,comment,Kitchen B1,석식2코너 산채들기름볶음밥은 품절되었습니다.,2023년 8월 9일
926901344,body,Kitchen B1,"[COURSE1]
말복특식 닭다리살스테이크정식(닭다리살구이&구운야채&소스),
달걀볶음밥, 양송이크림수프, 블루베리무피클
912kcal(단백질:46g)Na함량:1211mg(염도:0.6%)
[COURSE2]
치즈부대전골&라면사리, 잡곡밥, 호박채전,
부들어묵볶음, 건파래자반볶음
937kcal(단백질:36g)Na함량:1158mg(염도:0.6%)
[샐러드바]
그린샐러드,요거트,토핑3종,
현미밥/백미밥, 포기김치/깍두기",2023년 8월 10일 오전 10:58
926901344,comment,Kitchen B1,중식 2코너 치즈부대전골&라면사리는 품절되었습니다.,2023년 8월 10일
926901345,body,Kitchen B1,"[COURSE1]
뼈없는감자탕, 잡곡밥, 야채계란말이,
반반콩자반, 풋고추양파된장무침
957kcal(단백질:62g)Na함량:1287mg(염도:0.6%)
[샐러드바]
그린샐러드,실곤약샐러드, 계란과자,
현미밥/백미밥,포기김치/깍두기",2023년 8월 10일 오후 6:08
926901347,body,Kitchen B1,"[COURSE1]
물냉면, 김가루밥,
섭산적구이&파채무침, 냉면무김치
981kcal(단백질:38g)Na함량:1100mg(염도:0.6%)
[COURSE2]
소고기숙주볶음, 잡곡밥, 오이냉국,
고구마순들깨나물, 고들빼기무침
673kcal(단백질:22g)Na함량:1121mg(염도:0.6%)
[샐러드바]
그린샐러드,바나나, 참크래커,
현미밥/백미밥, 포기김치/열무김치",2023년 8월 11일 오전 10:59
926901347,comment,Kitchen B1,중식1코너 물냉면은 품절되었습니다.,2023년 8월 11일
926901348,body,Kitchen B1,"[COURSE1]
떡만두국, 잡곡밥, 골뱅이채소무침,
청포묵*김가루, 미역줄기볶음
989kcal(단백질:26g)Na함량:1007mg(염도:0.6%)
[샐러드바]
그린샐러드,렌틸콩유자샐러드, 오미자차,
현미밥/백미밥, 포기김치/열무김치",2023년 8월 11일 오후 5:57
926901350,body,Kitchen B1,"[COURSE1]
계림닭볶음탕, 잡곡밥, 다시마무채국,
새우젓호박볶음, 콩나물파채무침
957kcal(단백질:63g)Na함량:1004mg(염도:0.6%)
[COURSE2]
멜팅치즈돈까스, 옥수수밥(소),
크림수프, 마늘바게트, 오이피클
1002kcal(단백질:33g)Na함량:1128mg(염도:0.6%)
[샐러드바]
그린샐러드,요거트, 토핑3종,
현미밥/백미밥, 포기김치/깍두기",2023년 8월 14일 오전 10:56
926901350,comment,Kitchen B1,중식2코너 멜팅치즈돈까스는 품절되었습니다.,2023년 8월 14일
926901350,comment,Kitchen B1,중식2코너 품절대체찬으로 1코너에서 김자반볶음이 제공됩니다.,2023년 8월 14일
926901350,comment,Kitchen B1,중식1코너 계림닭볶음탕에서 소고기볶음으로 변경되었습니다.,2023년 8월 14일
926901352,body,Kitchen B1,"[COURSE1]
돈육생강장불고기, 잡곡밥, 두부김치국,
마늘쫑무침, 양배추쌈*쌈장
758kcal(단백질:40g)Na함량:1051mg(염도:0.6%)
[COURSE2]
중화식버섯잡채덮밥, 계란파국.
군만두유린기, 중화식오이무침
841kcal(단백질:20g)Na함량:1220mg(염도:0.6%)
[샐러드바]
그린샐러드,연근샐러드, 매실차,
현미밥/백미밥,포기김치/깍두기",2023년 8월 14일 오후 5:35
926901353,body,Kitchen B1,"[COURSE1]
소고기된장찌개, 잡곡밥, 깻잎부추전,
명엽채조림, 청경채겉절이
780kcal(단백질:34g)Na함량:1226mg(염도:0.7%)
[COURSE2]
옛날카레라이스&왕새우튀김, 미소시루,
보코치니방울토마토&발사믹D, 단무지무침
745kcal(단백질:25g)Na함량:1155mg(염도:0.5%)
[샐러드바]
그린샐러드,과일푸딩, 복분자차,
현미밥/백미밥, 포기김치/깍두기",2023년 8월 16일 오전 11:00
926901356,body,Kitchen B1,"[COURSE1]
부타야끼소바, 쌀밥(소), 우동국물,
모듬춘권, 락교&초생강
980kcal(단백질:43g)Na함량:1219mg(염도:0.5%)
[COURSE2]
육개장, 잡곡밥, 언양식불고기,
우엉파프리카볶음, 미역레몬초무침
777kcal(단백질:31g)Na함량:1184mg(염도:0.7%)
[샐러드바]
그린샐러드, 마카로니콘샐러드, 고구마스틱,
현미밥/백미밥, 포기김치/석박지",2023년 8월 16일 오후 6:01
926901356,comment,Kitchen B1,석식2코너 우엉파프리카볶음에서 반반콩자반으로 변경되었습니다.,2023년 8월 16일
926901356,comment,Kitchen B1,석식2코너 육개장은 품절되었습니다.,2023년 8월 16일
926901357,body,Kitchen B1,"[COURSE1]
돈목살김치찜, 잡곡밥, 감자양파국,
가지나물, 브로콜리통마늘볶음
715kcal(단백질:34g)Na함량:1227mg(염도:0.6%)
[COURSE2]
헬시데이 곤약쌀불고기덮밥, 콩나물냉국,
두부카츠, 적채무피클, 수박
597kcal(단백질:35g)Na함량:1065mg(염도:0.6%)
[샐러드바]
그린샐러드, 이집트콩샐러드, 다시마튀각,
현미밥/백미밥, 포기김치/열무김치",2023년 8월 17일 오전 11:03
926901357,comment,Kitchen B1,중식1코스 돈목살김치찜 품절되었습니다.,2023년 8월 17일
926901359,body,Kitchen B1,"[COURSE1]
뼈없는닭갈비, 잡곡밥, 수제비국,
미니새송이채소볶음, 무쌈겨자채무침
916kcal(단백질:36g)Na함량:1149mg(염도:0.6%)
[COURSE2]
햄마늘쫑볶음밥, 팽이버섯장국,
피쉬커틀릿&크리미어니언소스, 오복지무침
879kcal(단백질:36g)Na함량:1149mg(염도:0.5%)
[샐러드바]
그린샐러드, 요거트, 토핑3종,
현미밥/백미밥,포기김치/깍두기",2023년 8월 17일 오후 6:12
926901359,comment,Kitchen B1,석식1코너 뼈없는닭갈비는 품절되었습니다.,2023년 8월 17일
926901359,comment,Kitchen B1,석식2코너 오복지무침에서 무쌈겨자채무침으로 변경되었습니다.,2023년 8월 17일
926901360,body,Kitchen B1,"[COURSE1]
마라탕면, 쌀밥(소),
꿔바로우, 짜사이무침
1051kcal(단백질:43g)Na함량:1270mg(염도:0.7%)
[COURSE2]
자반고등어구이*와사비장, 잡곡밥, 청국장찌개,
알감자조림, 오이깍뚝무침
968kcal(단백질:46g)Na함량:1178mg(염도:0.7%)
[샐러드바]
그린샐러드,방울토마토, 수정과,
현미밥/백미밥, 포기김치/깍두기",2023년 8월 18일 오전 11:06
926901360,comment,Kitchen B1,중식1코너 꿔바로우에서 치킨탕수육으로 변경되었습니다.,2023년 8월 18일
926901360,comment,Kitchen B1,중식2코너 알감자조림에서 풀무원조미김으로 변경되었습니다.,2023년 8월 18일
926901360,comment,Kitchen B1,중식2코너 오이깍두무침->무말랭이무침으로 변경되었습니다.,2023년 8월 18일
926901360,comment,Kitchen B1,중식1코너 꿔바로우->가라아게로변경되었습니다.,2023년 8월 18일
926901361,body,Kitchen B1,"[COURSE1]
전주콩나물국밥, 잡곡밥, 옥수수맛살전,
연근땅콩조림, 고추지무침
855kcal(단백질:36g)Na함량:1141mg(염도:0.6%)
[샐러드바]
그린샐러드,코울슬로샐러드, 웨하스,
현미밥/백미밥, 포기김치/열무김치",2023년 8월 18일 오후 5:58
926901363,body,Kitchen B1,"[COURSE1]
고추장삼겹살구이, 잡곡밥, 시금치된장국,
쥐어채조림, 치커리겉절이
983kcal(단백질:39g)Na함량:1167mg(염도:0.6%)
[COURSE2]
해물나시고랭, 쌀국수국물,
모듬춘권*칠리소스, 레몬양파초절임
915kcal(단백질:62g)Na함량:1080mg(염도:0.6%)
[샐러드바]
그린샐러드, 살사푸실리샐러드, 제크,
현미밥/백미밥, 포기김치/깍두기",2023년 8월 21일 오전 11:01
926901363,comment,Kitchen B1,중식1코너 고추장삼겹살구이는 품절되었습니다.,2023년 8월 21일
926901363,comment,Kitchen B1,1코너 품절 대체찬으로 2코너에서 쥐어채조림이 제공됩니다.,2023년 8월 21일
926901364,body,Kitchen B1,"[COURSE1]
황태미역국, 잡곡밥, 너비아니&파채,
느타리버섯볶음, 숙주나물무침
635kcal(단백질:26g)Na함량:1088mg(염도:0.6%)
[COURSE2]
장조림버터비빔밥, 맑은유부국,
새우볼꼬치*타르타르소스, 오복지무침
972kcal(단백질:42g)Na함량:1225mg(염도:0.5%)
[샐러드바]
그린샐러드, 요거트, 토핑3종,
현미밥/백미밥,포기김치/석박지",2023년 8월 21일 오후 6:08
926901364,comment,Kitchen B1,1코너 느타리버섯볶음=>연근조림으로 변경되었습니다,2023년 8월 21일
926901364,comment,Kitchen B1,2코너 새우볼꼴치 => 연어까스로 변경되었습니다,2023년 8월 21일
926901364,comment,Kitchen B1,2코너 장조림버터비빔밥 품절되었습니다,2023년 8월 21일
926901364,comment,Kitchen B1,1코너 숙주나물=> 콩나물무침으로 변경되었습니다,2023년 8월 21일
926901365,body,Kitchen B1,"[COURSE1]
바질페스토파스타, 치즈스틱*케찹,
수제모듬피클, 탄산음료
719kcal(단백질:20g)Na함량:1160mg
[COURSE2]
사골만두전골, 잡곡밥, 충무식오징어무침,
감자채볶음, 마늘쫑무침
959kcal(단백질:38g)Na함량:1281mg(염도:0.6%)
[샐러드바]
그린샐러드,렌틸콩유자샐러드, 자몽차,
현미밥/백미밥, 포기김치/석박지",2023년 8월 22일 오전 11:02
926901366,body,Kitchen B1,"[COURSE1]
통마늘돼지불백, 잡곡밥, 수제비국,
고구마순들깨나물, 무말랭이무침
974kcal(단백질:46g)Na함량:1230mg(염도:0.6%)
[COURSE2]
불닭마요덮밥, 오이냉국,
야채계란찜, 브로콜리두부무침
962kcal(단백질:57g)Na함량:1078mg(염도:0.6%)
[샐러드바]
그린샐러드, 쿠스쿠스샐러드, 허니꿀짱
현미밥/백미밥, 포기김치/깍두기",2023년 8월 22일 오후 6:04
926901366,comment,Kitchen B1,1코너 통마늘돼지불백 품절되었습니다.,2023년 8월 22일
926901367,body,Kitchen B1,"[COURSE1]
김치말이국수, 김가루밥, 녹두전,
양파고추초절임, 달콤토마토
697kcal(단백질:27g)Na함량:1154mg(염도:0.6%)
[COURSE2]
철판훈제오리볶음&구운양파, 잡곡밥, 아욱국,
알마늘지무침, 무쌈*머스터드소스
693kcal(단백질:22g)Na함량:1045mg(염도:0.6%)
[샐러드바]
그린샐러드, 과일푸딩, 다시마튀각,
현미밥/백미밥, 포기김치/깍두기",2023년 8월 23일 오전 11:06
926901368,body,Kitchen B1,"[COURSE1]
장터국밥, 잡곡밥, 미트볼데리야끼볶음,
가지구이*양념장, 멸치견과볶음
766kcal(단백질:58g)Na함량:1174mg(염도:0.7%)
[COURSE2]
소고기우엉볶음밥, 팽이버섯장국,
교자만두&*비빔채소, 맑은오이지무침
990kcal(단백질:51g)Na함량:1140mg(염도:0.5%)
[샐러드바]
그린샐러드, 바나나칩샐러드, 감식초,
현미밥/백미밥,포기김치/석박지",2023년 8월 23일 오후 6:14
926901368,comment,Kitchen B1,석식1코너 장터국밥은 품절되었습니다.,2023년 8월 23일
926901369,body,Kitchen B1,"[COURSE1]
돼지국밥*다데기, 잡곡밥, 양념두부조림,
미역줄기볶음, 오이양파무침
745kcal(단백질:45g)Na함량:1249mg(염도:0.6%)
[COURSE2]
하이라이스&멘치까스, 우동국물,
감자샐러드&견과류, 블루베리무피클
979kcal(단백질:32g)Na함량:1204mg(염도:0.5%)
[샐러드바]
그린샐러드, 요거트 토핑3종,
현미밥/백미밥, 포기김치/열무김치",2023년 8월 24일 오전 10:58
926901369,comment,Kitchen B1,중식2코너 하이라이스&멘치까스는 품절되었습니다.,2023년 8월 24일
926901371,body,Kitchen B1,"[COURSE1]
취나물영양밥*부추양념장, 된장찌개,
매콤오징어볶음, 볼어묵조림, 건파래자반
866kcal(단백질:37g)Na함량:1168mg(염도:0.7%)
[COURSE2]
뉴욕칠리핫도그, 양념웨지감자*케첩,
마카로니콘치즈구이, 오이피클, 탄산음료
967kcal(단백질:22g)Na함량:1193mg
[샐러드바]
그린샐러드, 모듬콩샐러드, 건빵튀김,
현미밥/백미밥,포기김치/깍두기",2023년 8월 24일 오후 6:17
926901373,body,Kitchen B1,"[COURSE1&2]
런치스페셜 낙삼새, 쌀밥&김가루,
콩나물국, 도톰완자전, 참나물흑임자무침
984kcal(단백질:60g)Na함량:1112mg(염도:0.6%)
[샐러드바]
그린샐러드, 아오리사과,마카로니샐러드
현미밥/백미밥, 포기김치/깍두기",2023년 8월 25일 오전 11:16
926901373,comment,Kitchen B1,1코스 도톰완자전-> 섭산적구이로 변경되었습니다,2023년 8월 25일
926901373,comment,박이재,새우 대신 뭐가 더 추가된 지 잘 모르겠어요,2023년 8월 25일
926901373,comment,Kitchen B1,"@박이재 고객님 안녕하세요~
직원식당 매니저 김도연 입니다
먼저 기존에 준비했던 식사로 제공해 드리지 못한 점 매우 죄송합니다
소고기와 오징어의 양을 기존의 양보다 더 많이 추가하였는데 양이 일정치 못했던 것 같습니다.
앞으로는 이런 일이 발생하지 않도록 좀 더 꼼꼼히 준비하여 만족스러운 식사 드실 수 있도록 노력하겠습니다
감사합니다.",8월 25일 오후 4:08
926901374,body,Kitchen B1,"[COURSE1]
나주곰탕, 잡곡밥, 바싹김치전,
탕평채, 고들빼기무침
671kcal(단백질:24g)Na함량:1074mg(염도:0.6%)
[샐러드바]
그린샐러드,후르츠콘샐러드, 초코쿠키,
현미밥/백미밥, 포기김치/열무김치",2023년 8월 25일 오후 6:04
926901376,body,Kitchen B1,"[COURSE1]
누룽지봉추찜닭, 잡곡밥, 콩가루배추국,
청포묵김가루무침, 오이양파무침
985kcal(단백질:62g)Na함량:1011mg(염도:0.6%)
[COURSE2]
강황밥&일식커리&함박, 우동국물,
고구마고로케&케첩, 락교&초생강
974kcal(단백질:24g)Na함량:1074mg(염도:0.5%)
[샐러드바]
그린샐러드, 과일푸딩, 다시마튀각,
현미밥/백미밥, 포기김치/깍두기",2023년 8월 28일 오전 10:55
926901376,comment,Kitchen B1,2코너 강황밥->쌀밥으로 변경되었습니다.,2023년 8월 28일
926901376,comment,Kitchen B1,중식1코너 누룽지봉추찜닭은 품절되었습니다.,2023년 8월 28일
926901377,body,Kitchen B1,"[COURSE1]
경상도식소고기무국, 잡곡밥, 두부구이*양념장,
연근땅콩조림, 시래기된장지짐
698kcal(단백질:32g)Na함량:1094mg(염도:0.6%)
[COURSE2]
가츠동돈부리, 미소시루,
과일샐러드, 블루베리무피클
808kcal(단백질:42g)Na함량:1225mg(염도:0.5%)
[샐러드바]
그린샐러드, 후르츠콘샐러드, 수정과,
현미밥/백미밥,포기김치/깍두기",2023년 8월 28일 오후 6:06
926901377,comment,Kitchen B1,석식2코너 블루베리무피클에서 한입단무지로 변경되었습니다,2023년 8월 28일
926901377,comment,Kitchen B1,석식2코너 가츠동돈부리는 품절되었습니다.,2023년 8월 28일
926901378,body,Kitchen B1,"[COURSE1]
고사리오일파스타, 옥수수크림수프,
크로엣지피자(미트칠리토마토), 오이피클
991kcal(단백질:52g)Na함량:1199mg(염도:0.6%)
[COURSE2]
참치김치찌개, 잡곡밥, 야채계란말이,
명엽채조림, 풀무원도시락김
794kcal(단백질:31g)Na함량:1116mg(염도:0.7%)
[샐러드바]
그린샐러드,이집트콩샐러드, 매실차,
현미밥/백미밥, 포기김치/석박지",2023년 8월 29일 오전 11:02
926901379,body,Kitchen B1,"[COURSE1]
버섯소불고기, 잡곡밥, 비엔나소시지볶음,
건새우마늘쫑볶음, 반반콩자반
871kcal(단백질:38g)Na함량:1273mg(염도:0.6%)
[COURSE2]
매콤열무돈육덮밥, 미역국,
청파래오징어까스&타르타르S, 무들깨나물
877kcal(단백질:44g)Na함량:1263mg(염도:0.5%)
[샐러드바]
그린샐러드, 요거트, 토핑3종,
현미밥/백미밥, 포기김치/석박지",2023년 8월 29일 오후 5:57
926901379,comment,Kitchen B1,석식1코너 버섯소불고기는 품절되었습니다.,2023년 8월 29일
926901380,body,Kitchen B1,"[COURSE1]
매콤제육볶음&파채, 잡곡밥, 얼갈이된장국,
새우젓호박볶음, 양배추쌈*쌈장
630kcal(단백질:35g)Na함량:1130mg(염도:0.6%)
[COURSE2]
베이컨갈릭볶음밥, 맑은유부국,
찰도그롤*케첩, 맑은오이지무침
628kcal(단백질:16g)Na함량:1114mg(염도:0.5%)
[샐러드바]
그린샐러드, 누룽지샐러드, 알새우칩,
현미밥/백미밥, 포기김치/열무김치",2023년 8월 30일 오전 10:50
926901380,comment,Kitchen B1,중식1코스 매콤제육볶음은 품절되었습니다.,2023년 8월 30일
926901381,body,Kitchen B1,"[COURSE1]
얼큰동태찌개, 잡곡밥, 모듬장조림,
브로콜리참깨무침, 우엉파프리카볶음
827kcal(단백질:58g)Na함량:1142mg(염도:0.6%)
[COURSE2]
버섯곤드레영양밥, 조랭이떡국, 해물완자전,
매콤콩나물무침, 들기름간장양념장
784kcal(단백질:32g)Na함량:1054mg(염도:0.6%)
[샐러드바]
그린샐러드, 멕시칸샐러드, 오미자차,
현미밥/백미밥,포기김치/깍두기",2023년 8월 30일 오후 6:11
926901382,body,Kitchen B1,"[COURSE1]
들깨북어콩나물해장국, 잡곡밥, 섭산적구이,
손만두찜&초간장, 청경채겉절이
884kcal(단백질:38g)Na함량:1039mg(염도:0.6%)
[COURSE2]
마파두부덮밥, 계란파국, 후르츠탕수육,
짜사이무침, 지마구
962kcal(단백질:48g)Na함량:1151mg(염도:0.5%)
[샐러드바]
그린샐러드, 방울토마토, 고구마스틱,
현미밥/백미밥, 포기김치/깍두기",2023년 8월 31일 오전 11:05
926901382,comment,Kitchen B1,중식2코너는 품절되었습니다.,2023년 8월 31일
926901382,comment,Kitchen B1,중식1코너 추가찬으로 김자반볶음이 제공됩니다.,2023년 8월 31일
926901383,body,Kitchen B1,"[COURSE1]
철판백순대볶음, 잡곡밥, 김치수제비국,
알감자조림,무쌈*순대양념장
998kcal(단백질:26g)Na함량:1186mg(염도:0.6%)
[COURSE2]
매콤국물떡볶이, 어묵국, 후리가케밥(소),
모듬튀김(야채튀김,김말이), 한입단무지
752kcal(단백질:18g)Na함량:1030mg(염도:0.6%)
[샐러드바]
그린샐러드, 천사채샐러드, 참깨크래커,
현미밥/백미밥,포기김치/깍두기",2023년 8월 31일 오후 6:10
926901383,comment,Kitchen B1,석식1코너 철판백순대볶음은 품절되었습니다.,2023년 8월 31일
926901384,body,Kitchen B1,"[COURSE1]
유부잔치국수, 충무식김밥,
충무식오징어무침, 단호박부꾸미
942kcal(단백질:43g)Na함량:1168mg(염도:0.6%)
[COURSE2]
고갈비구이, 잡곡밥, 몽글몽글순두부탕&양념장,
느타리버섯볶음, 궁채절임
906kcal(단백질:47g)Na함량:1168mg(염도:0.6%)
[샐러드바]
그린샐러드, 요거트, 토핑3종,
현미밥/백미밥, 포기김치/석박지",2023년 9월 1일 오전 11:10
926901385,body,Kitchen B1,"[COURSE1]
닭곰탕, 잡곡밥, 호박채전,
다시마쌈&초고추장, 알마늘장아찌무침
739kcal(단백질:29g)Na함량:1126mg(염도:0.6%)
[샐러드바]
그린샐러드,연근샐러드, 석류차,
현미밥/백미밥, 포기김치/열무김치",2023년 9월 1일 오후 6:11
926901387,body,Kitchen B1,"[COURSE1]
김치돈육두루치기, 잡곡밥, 콩나물국,
부들어묵볶음, 청경채나물
811kcal(단백질:52g)Na함량:1061mg(염도:0.6%)
[COURSE2]
가라아게파채마요덮밥, 미소장국,
연두부토마토샐러드, 블루베리무피클
890kcal(단백질:45g)Na함량:1085mg(염도:0.5%)
[샐러드바]
그린샐러드, 요거트, 토핑3종,
현미밥/백미밥, 포기김치/깍두기",2023년 9월 4일 오전 11:04
926901387,comment,Kitchen B1,중식1코너 청경채나물에서 무말랭이무침으로 변경되었습니다.,2023년 9월 4일
926901387,comment,Kitchen B1,중식1코너는 품절되었습니다.,2023년 9월 4일
926901388,body,Kitchen B1,"[COURSE1]
불고기퀘사디아&양념감자튀김 *샤워크림/살사소스,
콜드파스타, 오이피클할라피뇨, 탄산음료
736kcal(단백질:17g)Na함량:1018mg
[COURSE2]
뼈없는감자탕, 잡곡밥, 옛날소시지전,
멸치견과볶음, 풋고추양파된장무침
962kcal(단백질:56g)Na함량:1167mg(염도:0.7%)
[샐러드바]
그린샐러드, 실곤약샐러드, 건빵튀김,
현미밥/백미밥,포기김치/깍두기",2023년 9월 4일 오후 6:13
926901388,comment,Kitchen B1,석식1코너는 품절되었습니다.,2023년 9월 4일
926901388,comment,Kitchen B1,석식2코너는 옛날소시지전 -> 비엔나소시지볶음으로 변경되었습니다.,2023년 9월 4일
926901388,comment,Kitchen B1,석식2코너 옛날소시지전->미트볼조림으로 변경되었습니다.,2023년 9월 4일
926901389,body,Kitchen B1,"[COURSE1]
양지탕, 잡곡밥, 바싹김치전,
미니새송이버섯볶음, 오복지무침
630kcal(단백질:20g)Na함량:1160mg
[COURSE2]
아몬드크럼블돈까스&구운채소, 크림수프,
흑미밥, 모닝빵&딸기잼, 모듬채소피클
972kcal(단백질:38g)Na함량:1281mg(염도:0.6%)
[샐러드바]
그린샐러드,모듬콩샐러드, 생강대롱,
현미밥/백미밥, 포기김치/깍두기",2023년 9월 5일 오전 11:04
926901389,comment,Kitchen B1,중식2코너 아몬드크럼블돈까스&구운채소 품절되었습니다,2023년 9월 5일
